Name,Address,Coordinates
Saravanaa Bhavan,,"[58.422148, 23.5868151]"
Mangalya restaurant,,"[54.0934822, 17.0151776]"
Al Madani Restaurant,,"[54.08544, 17.0149352]"
Barza Motaza Traditional Omani Restaurant,,"[54.0856571, 17.0140178]"
Scoops Ice cream,,"[54.0857264, 17.0137201]"
مدرسة السعادية الثانويه للبنين,,"[54.0974763, 17.0023301]"
البنك الوطني العماني,,"[54.0939074, 17.015586]"
جامع حبر,,"[54.0911484, 17.011931]"
Purshottam Kanji Exchange Co.,,"[54.0931859, 17.0150994]"
Global Money Exchange Co.,,"[54.0932437, 17.0149283]"
مطعم دوعن للوجبات الحضرمية واليمنية,,"[54.0430482, 17.0045224]"
Al Maha petrol station,,"[56.2139822, 19.9277232]"
Bank Dhofar ATM,,"[54.021119, 17.0083336]"
Rehman Restaurant,,"[54.0061897, 17.0070886]"
مركز شرطة غدو,,"[53.9953041, 17.1254578]"
Omanoil,,"[58.8722659, 20.6516127]"
سوق السمك. الأشخرة,,"[59.5716537, 21.8566222]"
Shell,,"[59.296088, 21.4479125]"
مدرسة,,"[59.2194478, 21.3976706]"
Dibba Fish Market,,"[56.2787599, 25.6148977]"
مركز الظاهر للتسوق,,"[58.8241447, 22.5966992]"
Lexus,,"[58.2474559, 23.6060547]"
Kia,,"[58.2476774, 23.6057214]"
L'Boutique,,"[58.2437591, 23.6095005]"
تصليح الدريل - جرندر ...اخ,,"[58.5489705, 23.5866508]"
Musandam Sea Adventure Travel & Tourism,,"[56.2445168, 26.2008177]"
Ahmed Al Maghribi,,"[56.3533294, 25.2835598]"
مركز مسقط لعلاج العيون بالليزر,,"[58.4503719, 23.6043651]"
Fayha fresh Al Khuwair,,"[58.4236028, 23.5863055]"
Gafoor Trading LLC,,"[58.4295231, 23.590219]"
مركز قطع الغيار جميع السيارات,,"[58.102363, 23.650335]"
Tire Repair,,"[55.6504311, 18.1066813]"
Ahmed Al Maghribi,,"[56.2714347, 25.6028136]"
Ahmed Al Maghribi,,"[56.498503, 23.2186873]"
Ahmed Al Maghribi,,"[58.5556162, 23.5939682]"
Ahmed Al Maghribi,,"[59.5262215, 22.5688414]"
"Vegetables, Fruits & Dates Sale",,"[54.1089531, 17.019921]"
Gents Tailoring,,"[54.1066206, 17.011736]"
سوق تجاري,,"[54.0909261, 17.0146072]"
Best Sweets,,"[54.0908205, 17.0145235]"
Commercial Market,,"[54.0852612, 17.0153353]"
Kamoona Restaurant Bakery,,"[54.0852652, 17.0159512]"
سوق شارع السلام 1,,"[54.0945096, 17.0129267]"
بيت الفضة,,"[54.0932741, 17.0122763]"
سوق الحريم,,"[54.0932668, 17.0097295]"
Al Sharain Shoes,,"[54.0950461, 17.0129231]"
Al-Riyadh Commercial Market,,"[54.0079524, 17.0076175]"
Noor Al Madeena Commercial Centre,,"[54.0060754, 17.007316]"
بعض المحلات والمقاهي,,"[54.0058214, 17.0075938]"
Samila International,,"[54.0475045, 17.0042021]"
خلفان,,"[58.8691721, 20.6425198]"
استراحة الظاهر,,"[58.7879048, 22.5758208]"
بنايه احمد الصبحي,,"[57.8833057, 23.6572615]"
Kempinski The Wave Muscat,,"[58.2725408, 23.6274437]"
Khasab Hotel,,"[56.2466996, 26.1756341]"
"""Extra Divers Villa""",,"[56.2488677, 26.1891676]"
uitzicht hoogste piek Jebel Al Akdar,,"[57.7294759, 23.0524623]"
السكن الداخلي لطلاب كلية العلوم الشرعية,,"[58.4377781, 23.5946196]"
Muscat International Hotel,,"[54.091529, 17.0148189]"
Al Andalus Hotel Apartments,,"[54.0910822, 17.0143624]"
Star House Grand,,"[54.0867608, 17.0140318]"
Star Emirates,,"[54.0855307, 17.0140661]"
شقق فندقية,,"[54.085109, 17.013412]"
شصر,,"[54.0974421, 17.014106]"
فندق رواس,,"[54.0893471, 17.0095213]"
Sultan Palace,,"[54.0968248, 16.999295]"
الامير للشقق الفندق,,"[54.0414987, 17.0019056]"
Salalah Plaza Hotel,,"[54.039212, 17.0041002]"
agadsir residential units salalah,,"[54.0250488, 17.0064021]"
Hilton Salalah Resort,,"[54.0152603, 16.9812774]"
طيطام,,"[53.9744015, 17.1350787]"
masirah hotel,,"[58.8743235, 20.6668679]"
Kallumakaayi,,"[59.5737079, 21.8478944]"
ضيافة أتانا,,"[59.5541635, 21.8250179]"
بندر أصيلة,,"[59.6502294, 21.9549061]"
بندر قرون,,"[59.3388423, 21.4353758]"
Oasis,,"[58.8078356, 21.6236603]"
WCR-3,,"[56.5841332, 18.8716411]"
TCP,,"[56.5967632, 21.6179132]"
مركز شرطة سيح الرول,,"[56.6989749, 21.4194199]"
مسجد التقوى,,"[54.0106357, 16.9978978]"
Samharam restauant,,"[54.0271449, 16.9877135]"
مطعم Restaurant,,"[55.8172103, 18.1113118]"
قسم فحص المركبات,,"[55.1942506, 18.1406443]"
مركز شرطة مرمول الأحوال المدنية,,"[55.1925737, 18.1418497]"
Omanoil,,"[59.5398892, 21.8100476]"
Shell,,"[53.9948671, 16.9667916]"
Oman oil,,"[54.149535, 17.0949863]"
Oman oil,,"[54.1452527, 17.09305]"
Osama bin Zaid,,"[54.1590274, 17.0774285]"
جامع شقفينوت,,"[54.1156561, 17.0993199]"
Eithidal Al Arab Coffee Shop,,"[54.1509018, 17.0853255]"
مياه,,"[54.5589622, 17.1052962]"
Wadi Darbat Restaurant,,"[54.4524402, 17.1044347]"
عين آثوم,,"[54.3663341, 17.1183162]"
مطعم قهوة النخبة,,"[54.2188801, 17.1127649]"
بنك مسقط,,"[55.0709282, 17.0518805]"
sadah primary school,,"[55.0713474, 17.0506241]"
Al Maha,,"[55.079034, 17.062272]"
مدرسة سدح للبنات من 5 الى 12,,"[55.0644098, 17.0567563]"
Al-Maha,,"[56.290345, 19.9670757]"
Shell,,"[56.2757271, 19.9567587]"
Money Exchange,,"[56.2737277, 19.9563928]"
مقهى ومعصرة فواكه,,"[56.2760662, 19.9564296]"
محطّة نفط عمان,,"[56.1811303, 19.8855746]"
Al Hallaniyat Port,,"[55.9819427, 17.5212882]"
مركز شرطة مخيزنه,,"[56.4160029, 19.345196]"
Shell,,"[56.3571219, 19.3275634]"
مطعم,,"[57.004574, 20.6042784]"
نفط عمان,,"[54.0626355, 17.0436474]"
بنك مسقط,,"[54.0549673, 17.0263901]"
Oman oil,,"[54.0370672, 17.0341955]"
مسجد أبو أيوب الأنصاري,,"[54.0506085, 17.0313799]"
محطة وقود المها,,"[54.060814, 17.0446127]"
Ateen Restaurant,,"[54.0663654, 17.066685]"
الإستقرار سوبر ماركت,,"[54.0089034, 16.9987277]"
Foodstuff,,"[54.0171833, 16.991]"
مكان جميل على البحرالبيوت السبع,,"[54.0398401, 16.9911719]"
البيوت السبع,,"[54.0398404, 16.9912749]"
NFC ticket office,,"[58.7396087, 20.7515966]"
بيع المواد الغذائية,,"[58.7328141, 20.7475788]"
Bright Stars Shopping Centre,,"[58.8680658, 20.6452782]"
صحاري جعلان,,"[59.3173106, 21.9348452]"
موقع اشجار وبيوت قديمة,,"[59.3070527, 21.8245388]"
AL maha shopping center,,"[54.6907543, 16.9817978]"
مركز نور المدينة,,"[54.156136, 17.0921396]"
مخبز ومقهى,,"[55.0707702, 17.0523626]"
Haima phones,,"[56.2750433, 19.9564027]"
مركز خط هيما للتسوق,,"[56.2750889, 19.956896]"
Al Masa Shop,,"[56.2740388, 19.9565794]"
Shopping Mall,,"[54.0694966, 17.0824462]"
Samharam Tourist Village,,"[54.0271004, 16.9878054]"
قرية شربثات,,"[56.2568693, 18.0529969]"
ثفا,,"[53.8917451, 17.2134638]"
Dhow fish unloading point,,"[58.6372767, 20.1667518]"
شاطى الصقلة,,"[59.3786043, 21.5135241]"
سهل جرزيز,,"[56.0225849, 21.680832]"
Bin Ali,,"[54.6906584, 17.0024108]"
Rooms and flats,,"[54.6925751, 16.9779546]"
Mirbat Fort / حـصـن مـرباط,,"[54.6956585, 16.9920155]"
أفتلقوت,,"[53.8752821, 16.8956552]"
مغيسيل,,"[53.7673347, 16.8771641]"
تقاطع عين ارزوق,,"[53.7940319, 16.9693909]"
Blowholes,,"[53.766087, 16.8747996]"
Cliffs of Mughsayl,,"[53.7650125, 16.8750636]"
شقة 1,,"[54.1713924, 17.0950343]"
تأكد من مساحات الزجاج والقياده بسرعة أقل,,"[54.6129818, 17.0416933]"
سكن اخوات رشا في صلالة السعادة,,"[54.163296, 17.0751076]"
Staffhouse,,"[54.7151519, 16.9960657]"
جبل سمحان,,"[54.7110576, 17.1114859]"
Tawi Atayr viewpoint,,"[54.559264, 17.1136956]"
Tamarind - 1000 years old tree,,"[54.4523077, 17.1030307]"
Sinkhole,,"[54.4263463, 17.1165025]"
طريق صحلونات,,"[54.1749788, 17.1440253]"
Arabian Oryx Hotel,,"[56.2877573, 19.965829]"
Hayma Motel,,"[56.2708175, 19.9597477]"
القرية التراثية,,"[54.057699, 17.0388589]"
مهرجان صلالة,,"[54.0568921, 17.0391483]"
tap,,"[59.3194555, 22.0125365]"
SYLWMW#12,,"[55.7339697, 19.6718773]"
Omantel,,"[54.091927, 17.0190379]"
استوديو تلفزيون سلطنة عمان,,"[54.0562114, 17.1092167]"
Prophet Ayoub Region Restaurant,,"[53.9952885, 17.1090754]"
Bon Thadit Al Jumadi Restaurant,,"[54.0392792, 17.0029248]"
جامع أركبيت,,"[54.1155536, 17.188551]"
Oxygen Pharmacy,,"[54.0846812, 17.0202402]"
مركز ذهبون الصحي,,"[54.3390791, 17.5918338]"
Chai Hut,,"[54.10655, 17.003538]"
كنيسة القديس ستيفنز الأرثوذكسية بصلالة,,"[54.1570485, 17.0312324]"
مدرسة باكستان,,"[54.1598922, 17.0298843]"
بريد عمان,,"[54.1577725, 17.0247585]"
La Terasse,,"[54.1627346, 17.0095456]"
Dhariz,,"[54.1652269, 17.0104492]"
مدرسة صلالة الخاصة,,"[54.16, 17.04]"
منزل محمد علي الشنفري,,"[54.1605216, 17.055531]"
مدرسة السعادة للبنات,,"[54.15, 17.06]"
Marmara Turkish Restaurant,,"[54.1547354, 17.0513931]"
marmara al-turkey restaurant,,"[54.154769, 17.051357]"
Taibat Lebanan,,"[54.1551258, 17.0506874]"
مسجد أحمد بن علي,,"[54.1008464, 17.0194408]"
نقليات الخليج,,"[54.1004975, 17.0179811]"
Aramex couriers,,"[54.0964692, 17.0191565]"
Al Ghad Restaurant,,"[54.0989004, 17.0167415]"
UAExchange,,"[54.1024035, 17.0174179]"
وقت الشاي,,"[54.1028867, 17.0183088]"
Dalta Al Jazeera,,"[54.1016788, 17.0145324]"
Sadaf,,"[54.1008675, 17.0196346]"
Delicato Kitchen,,"[54.0958538, 17.0183825]"
ATM بنك مسقط,,"[57.09283, 21.3262721]"
Coffee Shop,,"[55.147027, 17.1559482]"
Mahi Coffee Shop,,"[54.0818643, 17.0212666]"
مدرسة ريدان,,"[54.0788247, 17.0197711]"
Coffee Shop & Fruit Juicer,,"[54.0724468, 17.0067062]"
Awifia turning to Mezyad Al Ain Border,,"[57.3051669, 21.6396766]"
مطعم,,"[59.3509154, 22.0217565]"
JAALAN B B ALI HOSPITAL,,"[59.3287138, 22.01747]"
Restaurant,,"[58.7596336, 22.1023192]"
Bar,,"[58.7594037, 22.1023698]"
مدرسة تحفيظ القرآن,,"[59.2943035, 22.1009938]"
outside on the wall,,"[59.7944115, 22.2229928]"
al Maha,,"[59.7623052, 22.1800321]"
مركز شرطة جعلان بني بوعلي,,"[59.3787524, 22.0324517]"
شل,,"[59.2092691, 22.2043521]"
National Bank of Oman,,"[59.2009275, 22.2196172]"
مكتب البريد بولاية الكامل,,"[59.2024583, 22.2195272]"
محطة وقود نفط عمان,,"[59.2019408, 22.2234298]"
Al Dhofa Bank,,"[59.2019743, 22.2242872]"
Shell,,"[59.1949469, 22.2228259]"
"Preparing of Juices, Ice Cream & Fastfood",,"[59.1945891, 22.2230759]"
شل,,"[58.1458916, 22.186544]"
عين نامة كبريتيه,,"[57.7356339, 22.0635395]"
Shell,,"[59.2833278, 22.103266]"
Shell,,"[54.0354044, 17.6108196]"
Thumrait Palace Restaurant,,"[54.0353388, 17.612826]"
عياده,,"[55.2080985, 18.1873643]"
OmanOil,,"[54.0596915, 17.655337]"
Restaurant,,"[58.1940928, 20.8788667]"
محطة وقود شل,,"[55.206434, 18.1772735]"
مطعم جنوب الهند,,"[55.2148373, 18.1713756]"
محطة وقود المها مرمول,,"[55.2051886, 18.1818618]"
دورة مياه رجال _نساء,,"[55.2055058, 18.1819936]"
Eke cafe,,"[55.2055544, 18.1823219]"
بنك مسقط ATM_CDM,,"[55.2054611, 18.1822377]"
Uni Moni exchange,,"[55.2053695, 18.1821596]"
Saja hills restaurant,,"[55.2018756, 18.178948]"
بيع الخضروات و الفواكه,,"[55.2017439, 18.179257]"
AL Jadeed exchange,,"[55.2032069, 18.1795243]"
Restaurant,,"[54.0798869, 17.0205654]"
China Palace chinese restaurant,,"[54.0928486, 17.0186612]"
NajdLand,,"[54.0931168, 17.0189662]"
مقهى Coffee shop,,"[54.0886357, 17.0207095]"
النهضة,,"[54.08815, 17.0203746]"
مدرسة خالد بن الوليد,,"[54.0900453, 17.0199483]"
Omanoil,,"[58.3268763, 20.7459797]"
Fish market,,"[58.0643552, 20.4732347]"
Laundry,,"[54.0373392, 17.0010296]"
Bycyles Repair,,"[54.1089452, 17.0199991]"
Furniture,,"[54.1066553, 17.0175777]"
Furniture,,"[54.1066477, 17.0178422]"
مخبز الأبراج,,"[54.106366, 17.017555]"
الحلوى العمانية,,"[54.1042247, 17.002577]"
مكتب العقد,,"[54.1533062, 17.0681433]"
Coconut Selling Stalls,,"[54.1580643, 17.0185836]"
Dhofar scool,,"[54.1616002, 17.0093095]"
Coconut Selling Stalls,,"[54.1546486, 17.0163368]"
Coffee Shop,,"[54.15535, 17.0440064]"
السكن,,"[54.1521159, 17.0406896]"
مسكي,,"[54.1618641, 17.048363]"
الاستقرار,,"[54.1499145, 17.052758]"
السوق المركزي,,"[54.099021, 17.018861]"
اوكي للسفر والسياحة,,"[54.1009043, 17.0167806]"
FoodStuff,,"[54.1014511, 17.0160897]"
المشهور,,"[54.1005475, 17.0140155]"
Fine Fair,,"[54.1024274, 17.0175073]"
Hair dressing,,"[54.0837921, 17.0223187]"
Laundry,,"[54.0804036, 17.021369]"
Commercial Market,,"[54.0801318, 17.0213964]"
Curtain Tailoring,,"[54.0808934, 17.0117905]"
Nahawand Opticals,,"[54.0807769, 17.0117527]"
Braide Tiara,,"[54.0711353, 17.0086319]"
بدية موقع الف ليله,,"[58.7610537, 22.1002705]"
Shopping center,,"[59.7626421, 22.1798782]"
Supermarket,,"[59.7232998, 22.1272364]"
Small supermarket,,"[59.4879952, 22.030126]"
فحص كمبيوتر,,"[59.2986567, 22.0831654]"
Alfouz,,"[59.2004952, 22.2140397]"
زمول الابيض,,"[58.1643508, 22.1801106]"
Grocery,,"[58.1460246, 22.1865376]"
MAN workshop,,"[55.2073405, 18.1831358]"
Toyota,,"[55.2067367, 18.1831909]"
الغرفة ١,,"[54.0393722, 17.6852741]"
Grocery,,"[58.1945129, 20.8787567]"
مركز البركة الدولي للتسوق,,"[58.2925961, 20.7616019]"
طريق مصيرة شنه,,"[58.4706846, 20.6908459]"
سوق تجاري,,"[55.2053489, 18.1820302]"
سوق تجاري,,"[55.2039147, 18.1839631]"
محل حلاقه,,"[55.2038355, 18.1839217]"
"Talla, a Shaleem Trading",,"[55.2028067, 18.1793822]"
بن ملازي لبيع المواد الصحيه,,"[55.2017905, 18.1790996]"
Electronic shop,,"[55.2017076, 18.1793432]"
غسيل و كي الملابس,,"[55.2010268, 18.178919]"
محل مواد غذائية,,"[54.5006798, 19.1783208]"
Orange Computers & Electronic's,,"[54.0809197, 17.0171261]"
Curtain Tailoring,,"[54.080239, 17.0200832]"
Euro Therm,,"[54.0794724, 17.0125861]"
DJ Bassam,,"[54.0823441, 17.0174377]"
Bicycke Repair,,"[54.0819402, 17.0197355]"
Laundry,,"[54.0802508, 17.0200218]"
Rawasco Shopping Center,,"[54.0881154, 17.0173359]"
Rania Cosmetics,,"[54.0929458, 17.0184418]"
Commercial Market,,"[54.0887323, 17.0203376]"
جوجب,,"[54.1140804, 17.2122971]"
سكن صلالة اخوات رشا,,"[54.1150193, 17.2610664]"
نزل شمس,,"[54.1063174, 17.0177831]"
شقق 2,,"[54.1075303, 17.0171747]"
سوق الحافة القديم,,"[54.1024552, 17.002912]"
سوق الحافة الجديد,,"[54.1059254, 17.0115565]"
بيع المشلي النارجيل الفواكة,,"[54.1052797, 17.0104996]"
BMI,,"[54.1043166, 17.0144072]"
شقة 2,,"[54.1504504, 17.0713007]"
شقق سكنية حي السعادة الشمالية,,"[54.1514839, 17.0689275]"
شقة في صلالة عبد العزيز,,"[54.1569985, 17.020922]"
فندق ريدان صلاله,,"[54.1620079, 17.0202448]"
النيل,,"[54.1529087, 17.0514813]"
شقق وغرف للايجار - صلالة,,"[54.0979632, 17.0189373]"
Salalah Hotel,,"[54.0961613, 17.0194818]"
optimal apartment hotelo,,"[54.0957045, 17.0183623]"
Ghabah Resthouse,,"[57.2531004, 21.3800914]"
DARSHANA’S home,,"[54.0794534, 17.0188732]"
شاليه استراحة المطار,,"[54.0827138, 17.07362]"
شقق للايجار,,"[54.0830879, 17.0804354]"
Jalan Bani Bu Ali Fort,,"[59.3209323, 22.0152992]"
Desert Panorama,,"[59.1709415, 22.1205749]"
Sand dunes,,"[59.167508, 22.1227621]"
Old Castle Museum,,"[59.2026914, 22.2170762]"
View under tree,,"[58.7586016, 22.1925907]"
Safari Desert Camp,,"[58.8295303, 22.2162381]"
مضمار الأبيض,,"[58.1424424, 22.2172797]"
Bush camp Wahibi Sands,,"[58.7657312, 22.2367925]"
Fort Jalan Bani Bu Hassan,,"[59.2786458, 22.0891008]"
اللكبي,,"[56.5461734, 18.2230963]"
دوار قاعدة ثمريت,,"[54.057201, 17.6565668]"
دوار ريما,,"[56.6718884, 18.7051324]"
بر الحكمان,,"[58.3826931, 20.365463]"
Wadi Dawkah (Frankincense Trees),,"[54.0764375, 17.3389897]"
Wadis,,"[53.9805321, 17.2986115]"
موتيل السليمي,,"[55.205056, 18.1846739]"
Qitbit Resthouse,,"[54.5035021, 19.1741136]"
TAYBA HOMES,,"[54.0813931, 17.0152252]"
Hotel apartments,,"[54.0885702, 17.0214118]"
United Dreams 13 Furnished Apartments,,"[54.0883214, 17.0197801]"
فلم,,"[58.1858765, 20.6082244]"
Ali Baba cave,,"[58.0499948, 20.4524148]"
ولاية محوت,,"[58.2863377, 20.7814886]"
Wadis,,"[53.984229, 17.2990389]"
خور خروفان,,"[54.8147, 19.9393]"
مياه,,"[53.8915284, 17.0909398]"
tap in mosque's wall,,"[57.6161809, 19.2308802]"
Masjed,,"[55.029396, 18.0295909]"
Al Maha petrol station,,"[55.8544406, 18.5462349]"
محطة وقود المها,,"[55.8591021, 18.5421877]"
Shell gas station,,"[55.5166085, 19.6126683]"
Redan Dental Clinic,,"[54.0662366, 17.0206342]"
باباروتي,,"[54.0662489, 17.0229849]"
الأنور الخاصة,,"[54.0696953, 17.0207076]"
Top Ten Coffee Shop,,"[54.0667639, 17.0208961]"
Burj Salalah Restaurant,,"[54.0664757, 17.0207715]"
الحكيم مركز طبي تخصصي,,"[54.0723396, 17.0223628]"
Qadri Restaurant,,"[54.0536388, 17.0175357]"
Seddiqi,,"[54.0524118, 17.0197959]"
Al Ameer Restaurant,,"[54.0583444, 17.0221489]"
Al Reef Lebanese Restaurant,,"[54.0583834, 17.0218719]"
Maestro Cafe,,"[54.0583946, 17.0216218]"
مدرسة سميح بن سعيد للبنين,,"[54.06, 17.02]"
مركز شرطة عوقد,,"[54.0375137, 17.0131187]"
جامع الإيمان,,"[54.0292553, 17.0220157]"
مسجد الشيخ أحمد محمد,,"[54.0169036, 17.0199444]"
Silver Diamond Restaurant,,"[54.0877673, 17.0138283]"
Fatayer Emarat,,"[54.0883029, 17.0138303]"
China Garden Restaurant,,"[54.0881065, 17.0139574]"
مسجد البرمة,,"[54.0810447, 17.0100416]"
Restaurant,,"[54.0882386, 17.0082969]"
Commercial Market,,"[54.0791371, 17.012748]"
Amasi Restaurant,,"[54.0690215, 17.0067738]"
Hala Pharmacy,,"[54.0742931, 17.0079935]"
فن جوس و عصير تائم,,"[54.0587079, 17.0061551]"
Coffee Shop & Fruit Juicer,,"[54.0738486, 17.0072866]"
Bank Dhofar,,"[54.0922753, 17.0219864]"
مسجد,,"[53.4234742, 16.7467712]"
محطة وقود المها,,"[56.4328024, 19.0521777]"
Donut plus,,"[54.1461629, 17.0355302]"
Coffee Shop,,"[57.2803978, 18.9476512]"
HSBC,,"[55.247288, 18.1694535]"
قطا موقع الرج,,"[55.2461319, 18.1655873]"
آشقول,,"[53.4332617, 16.8218323]"
مسجد,,"[53.4333682, 16.8228454]"
مدرسة البادية للبنات,,"[55.5528694, 23.6318454]"
مطعم,,"[58.1721637, 23.4574278]"
ركن البيتزا المصنعة,,"[57.6170361, 23.7485016]"
Kabab story,,"[57.5233006, 23.7989014]"
مطعم جلال,,"[59.5374696, 22.5657759]"
Gloria Jean's Coffee (City Walk),,"[59.4375451, 22.5968296]"
Chipsico,,"[57.523223, 23.798757]"
Drift Burger,,"[57.6460983, 23.7493604]"
شاي عنتر,,"[57.6482566, 23.7653943]"
جامع السلاحه,,"[57.9498086, 23.6649873]"
مسجد علي الهدابي,,"[57.6173466, 23.7731555]"
Mosque,,"[57.2935138, 23.8783691]"
مجلس السلام,,"[57.511606, 23.7978848]"
Anchor Cafe,,"[57.3361896, 23.8672177]"
مسجد البركه,,"[57.4189805, 23.8195082]"
مقهى البستان,,"[57.3809794, 23.8388993]"
منصى السويق,,"[57.4362212, 23.8218308]"
فطائر الإمارات,,"[57.4321425, 23.834879]"
Fun juice,,"[57.4319759, 23.8347995]"
ليالي شهريار,,"[57.3463991, 23.8504284]"
فيافي الغبيراء لتنظيف وتلميع السيارات,,"[57.3972032, 23.8331977]"
مقهى فيافي الصبيخي,,"[57.3971463, 23.8332144]"
بنك HSBC,,"[57.4382704, 23.8472945]"
أجواء الشام,,"[57.4036579, 23.8290304]"
بنك مسقط ATM,,"[57.4039333, 23.8294383]"
محطة وقود المها ميناء السويق,,"[57.4422865, 23.8535881]"
Muscat Post Office,,"[58.5479267, 23.5847393]"
Sidab Tea,,"[58.5973076, 23.6047677]"
Makka Pharmacy,,"[55.7577747, 24.2270271]"
Al Hilal,,"[55.7572943, 24.2239461]"
ADIB,,"[55.758878, 24.221401]"
صيدلية الواحة,,"[55.7772544, 24.2150036]"
Muncipal Toilet,,"[55.766955, 24.220869]"
Al Fuad Exchange,,"[55.7740171, 24.2201712]"
محل تسوق,,"[55.5168374, 19.612651]"
National Laundry,,"[54.0846972, 17.0201774]"
Al Amani Commercial Market,,"[54.0659085, 17.0167008]"
وكالة نيسان. صلالة. عوقد,,"[54.042926, 17.0172302]"
Iveco,,"[54.0548765, 17.0221535]"
Al Qanas,,"[54.0554324, 17.0227574]"
Lulu Hypermarket,,"[54.0617784, 17.0174409]"
Laundry,,"[54.0758098, 17.0181082]"
SHAJRAH AL DHAR FOOD STUFF Salalah,,"[54.0863769, 17.013441]"
Islamic Cultural Bookshop,,"[54.0871082, 17.0136708]"
محلات بيع القطن صلالة,,"[54.0793535, 17.0093129]"
Vegetables & Fruits Sales,,"[54.0786309, 17.0147356]"
Building Materials Sale,,"[54.082017, 17.0078783]"
Al Haq Commercial Centre,,"[54.0844058, 17.0083813]"
Al Atta Bakery,,"[54.0808687, 17.0089149]"
عصير تايم,,"[54.0587918, 17.0087188]"
Readymade Garments,,"[54.0793017, 17.0133458]"
Hair Dressing,,"[54.0844387, 17.0200643]"
Oman super markwt,,"[57.6189331, 19.2422774]"
Supermarket,,"[56.9198316, 18.8443422]"
دكان قرن العلم,,"[57.0930442, 21.3257633]"
بيع لوازم الرحلات,,"[57.674793, 23.7349371]"
مشروع مسيرة,,"[57.6243235, 23.7531111]"
Ardh Jalan Trading Co.,,"[59.5036724, 22.5729548]"
Al Asalah mart,,"[59.5021318, 22.5758286]"
Anza Cold Store,,"[58.309414, 23.4809467]"
Shukran Supermarket,,"[58.3511129, 23.5371968]"
مركز كيان للتسوق,,"[57.635442, 23.7796299]"
مواد غذائية,,"[57.5993194, 23.7572527]"
قرية السلام للإلكترونيات,,"[57.8864726, 23.6726068]"
Oman Phone,,"[57.4235897, 23.8253802]"
تصميمات أم مريم,,"[57.3302052, 23.859113]"
خياطة الملابس الرجاليه,,"[57.3305736, 23.8606197]"
بيت القطن المتميز,,"[57.4322991, 23.8351808]"
الوداد للعطور,,"[57.4326143, 23.8355029]"
زمن الموضه,,"[57.4314978, 23.8352887]"
حروف,,"[57.4315319, 23.8353273]"
اليورينا لتنسيق الزهور,,"[57.4318043, 23.8346144]"
تاج هايبر ماركت,,"[57.3888524, 23.8614501]"
وكالة بهوان - غسيل السيارات,,"[58.5538009, 23.5889041]"
بيع أجهزة إلكترونية مستعملة,,"[58.5519291, 23.5867936]"
مشاريع الناصري ادوات صحية وكهربائيه,,"[58.5502707, 23.5865068]"
Focus Supplies,,"[58.5515325, 23.5837666]"
Al Aqad Al Fareed Al Wataniya,,"[58.5507209, 23.5836114]"
Muscat Shoes,,"[58.5486018, 23.5833245]"
Tailor,,"[58.5490269, 23.5848593]"
Abu Akas Al Raisi Trading,,"[58.5478608, 23.5847354]"
Orient,,"[58.5478326, 23.5847324]"
Comprehensive Focus Trading,,"[58.5478056, 23.5847304]"
Al Foz Integrated Trading,,"[58.5477537, 23.5847254]"
Office Supplies Company,,"[58.5519562, 23.590241]"
Oman Construction Materials,,"[58.5549817, 23.5896953]"
Sale of Tire Wheel,,"[58.5546394, 23.5893622]"
Auto Electrician,,"[58.5546832, 23.5869659]"
Lathe & Steel Workshop,,"[58.554852, 23.5885126]"
Aluminum Workshop,,"[58.5549501, 23.5884091]"
Welding & Lathe Workshop,,"[58.5549724, 23.5883897]"
Food Stuff,,"[58.5972783, 23.6036435]"
Gents Tailoring,,"[58.5976838, 23.6034729]"
Eye Care Optical,,"[55.7751979, 24.2181045]"
Al Ain Souk,,"[55.7697116, 24.2208442]"
Al Ain Vegetable Market,,"[55.7720144, 24.2199551]"
Lulu Center,,"[55.7755265, 24.2193112]"
خفسة رملة مقشن,,"[55.0152481, 19.8051313]"
لفه رمله دوكه,,"[54.0819434, 18.6729937]"
لفه دوكه,,"[54.0821281, 18.6745917]"
Salalah Gardens Residences,,"[54.0647904, 17.0229494]"
salalah,,"[54.0173234, 17.0147756]"
عين كور,,"[53.9637607, 17.0488987]"
كور,,"[53.9249409, 17.0209589]"
My Home,,"[54.0796937, 17.0073284]"
Ayn Sahalnoot,,"[54.1785416, 17.1483313]"
Hot Spring,,"[57.4115354, 23.3931512]"
هيتام,,"[56.9169128, 18.8399503]"
المضيف صور,,"[59.5222315, 22.5762448]"
Dhow factory,,"[59.5367154, 22.5616947]"
AAN2287,,"[55.775106, 24.218408]"
Raysut WRP,,"[53.9825575, 16.9754663]"
Al Osoul Rent A Car,,"[55.7765063, 24.2196009]"
Coffee Shop,,"[58.511167, 23.6027748]"
alain pharmacy,,"[55.753068, 24.2451084]"
البنك الوطني العماني,,"[56.7347447, 24.3373351]"
الرفاعة,,"[56.7345046, 24.3377983]"
Al Sarayan,,"[56.7318094, 24.3400913]"
Alkhater Restaurant,,"[56.734184, 24.338257]"
العيادة البيطرية صحار,,"[56.7245621, 24.3416587]"
الإداره العامه للمرور صحار,,"[56.7026326, 24.3423177]"
نفط عمان,,"[56.7007375, 24.3434438]"
Shell,,"[56.7130512, 24.3526478]"
محطة وقود المها,,"[56.714167, 24.3498743]"
